coll_nom;coll_siret;delib_id;delib_date;delib_matiere_code;delib_matiere_nom;delib_objet;instance_type;instance;delib_url;delib_theme_nom
TE44;20001492600030;CS-2024-085;2024-09-26;;Ressources Humaines;CS-2024-085_Convention financière entre les membres de l’entente TE PDL pour la prise en charge des coûts afférents aux dépenses de communication;Comité;Comité du Jeudi 26 Septembre 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EZdkWEUWOSJFgfn7nlwLmlUBGQiUhGomBiz6ys3olBtzuw?e=0gqJpT;convention
TE44;20001492600030;BS-2024-17;2024-09-05;;Ressources Humaines;BS-2024-17 Lancement du marché public assistance au recrutement des agents de TE44;Bureau;Bureau du Jeudi 5 Septembre 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EZ049OF1hKtDnbTkYFeludQBrNpQd85hb6lfX7ONXaICJQ?e=G22rhq;commande publique
TE44;20001492600030;2021-17;2021-03-04;;Finances;2021-17 Adoption du compte administratif - Budget annexe IRVE;Comité;Comité du Jeudi 4 Mars 2021;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EaCMQ_6A2mdKgE0Y_wYzXKwB_Li0aOpeUTX0FA9LK97-Bg?e=BD0YWK;
TE44;20001492600030;D2025-002;2025-02-05;;Affaires générales;Adhésion FIBOIS;Décisions;Décisions du Mercredi 5 Février 2025;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/Ea3uBBJIxW1HrWFEqVa9ZuYB3F_Zx4H960TBURqhIIhXig?e=oJgMXk;
TE44;20001492600030;CS-2024-081;2024-09-26;;Finances;CS-2024-081_Suppression du budget annexe IRVE;Comité;Comité du Jeudi 26 Septembre 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/ES0uUc_WQJpAjoj_uWRNFtwBnLLnDfTCs4sX2wjh_UvEsg?e=ICq3PB;
TE44;20001492600030;BS-2024-19;2024-09-05;;Patrimoine;BS-2024-19 Désaffectation, déclassement et cession de parcelle (Guérande);Bureau;Bureau du Jeudi 5 Septembre 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EcEd8A1Ce81FpkpewXfC0t4BNuf8hKYo3LRpEl2VHuuXkA?e=BRHfbK;
TE44;20001492600030;2021-13;2021-03-04;;Finances;2021-13 Approbation du BUDGET PRIMITIF - BUDGET ANNEXE ICE;Comité;Comité du Jeudi 4 Mars 2021;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EckJLiBHw5NPo1NxwVf7QdsByuMF-sdc4T07WiWniNarUw?e=hBDobi;
TE44;20001492600030;CS-2024-089;2024-12-12;;Finances;CS-2024-089 Décision Modificative n°3 – Budget principal 2024;Comité;Comité du Jeudi 12 Décembre 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EQgWqZJGkzRFpZxx9nTAMWoBIvUSOb9Nix2ByDds41qe_w?e=orCxJq;
TE44;20001492600030;CS-2024-075;2024-09-26;;Finances;CS-2024-075_Décision Modificative n°2 – Budget principal 2024;Comité;Comité du Jeudi 26 Septembre 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EehqfqD8Nb1LqRKYwq9zShcBuEMivtgh4r0bHR-_7EM0Gw?e=eA41Hr;
TE44;20001492600030;D-2024-008;2024-08-22;;Affaires générales;Attribution subvention Atlansun - Rencontres Solaires de l'Ouest;Décisions;Décisions du Jeudi 22 Août 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/ETuRUaPQOEJNpHrovta6cikB7l4q6FFRE9iNuDysT67mmg?e=nTETLP;
TE44;20001492600030;2021-01;2021-02-11;;Finances;2021-01 Rapport d'Orientation Budgétaire;Comité;Comité du Jeudi 11 Février 2021;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EbxQlG1ZPDJAlxY9T5Xo2pYB1_OMERdsYYGLIgR0q0O2OA?e=gLQv8k;
TE44;20001492600030;CS-2024-097;2024-12-12;;Mobilité;CS-2024-097 IRVE – Actualisation des règles financières actuelles;Comité;Comité du Jeudi 12 Décembre 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EdGqLNyKSgtOl4fAquZLaPQB6EXm9IGvgV6FJDX2cKcQng?e=QSixRz;
TE44;20001492600030;CS-2024-077;2024-09-26;;Finances;CS-2024-077_Décision Modificative n°2 – Budget annexe IRVE 2024;Comité;Comité du Jeudi 26 Septembre 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EdApVBV-2zVDtLpUu353xokBfRpD8v5dw3jqSX5pRAypoA?e=VOhNKz;
TE44;20001492600030;CS-2024-062;2024-06-13;;Finances;CS-2024-062_Mise en place de la M57-Fongibilité des crédits;Comité;Comité du Jeudi 13 Juin 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EVn2yAqMWhxNrvEkleQ9XbMBXq3X3lyz4R_shsEcyS8snw?e=ncsfYB;
TE44;20001492600030;2021-05;2021-02-11;;Ressources Humaines;2021-05 Ouverture de postes en contrat de projet;Comité;Comité du Jeudi 11 Février 2021;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EWcdlC7_lihFpBvIkuQyDoUBU7SLqoz8oqcZWzE5NxEOTw?e=x2AFr1;
TE44;20001492600030;BS-2024-28;2024-11-07;;Télécom;BS-2024-28Lancement du marché public Contrôle parc ICE;Bureau;Bureau du Jeudi 7 Novembre 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EW5D0yZ6VzpOo-73N5jO0jAB-vWQR6AmwZ-4x3JsaiPLxQ?e=4XwCvR;
TE44;20001492600030;BS-2024-11;2024-06-20;;Ressources Humaines;BS-2024-11_Prise en charge des frais déplacements des collaborateurs;Bureau;Bureau du Jeudi 20 Juin 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/Eea9zx8uB2FAh7WVcdiZuEMBYGU4A-TVxCLC0ZfQFiK1-A?e=Kd8eUm;
TE44;20001492600030;CS-2024-063;2024-06-13;;Finances;CS-2024-063_Rattrapage d’amortissements_Budget prinicipal;Comité;Comité du Jeudi 13 Juin 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EffoB7lQoPJKvTE6cYvQgVMBUbgk3cwxKzbdhn5FiIuY-A?e=eJfyup;
TE44;20001492600030;2020-77;2020-12-03;;Réseaux-Urbanisme;2020-77 Signature du marché public de travaux d’insfrastructures réseaux;Comité;Comité du Jeudi 3 Décembre 2020;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/Edo30GofR61EjiRwrhfkSJcBqKzVX-pM9cPrm4XqZXRltg?e=OksIJq;commande publique
TE44;20001492600030;CS-2024-076;2024-09-26;;Finances;CS-2024-076_Décision Modificative n°2 – Budget annexe ICE 2024;Comité;Comité du Jeudi 26 Septembre 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EQTiJHqscUBKt5zEukRhgp0B18Q5FxfRexST8U8wUucm4A?e=EfPWpL;
TE44;20001492600030;CS-2024-057;2024-06-13;;Finances;CS-2024-057-Décision Modificative n.1 au Budget Principal;Comité;Comité du Jeudi 13 Juin 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EZqU1VWFBaJHkmNRVnfgHjEBhRDAnjeJDim-K06zdDaSXg?e=krIHUJ;
TE44;20001492600030;CS-2024-051;2024-06-13;;Eclairage public;CS-2024-051_Nouvelle politique EP_phase 3;Comité;Comité du Jeudi 13 Juin 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/Ee133jLXl45Ehwdlv1BVNp8BDlCBNtStbX9LWbWGVbFCnw?e=rE6h5m;
TE44;20001492600030;2020-86-Annexe;2020-12-03;;Ressources Humaines;2020-86 Annexe tableau des effectifs;Comité;Comité du Jeudi 3 Décembre 2020;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/Edx2LJyEfthCi4_avNbigcQBYiJGgtK3nHddYi85EY-2RQ?e=AZ3c0t;
TE44;20001492600030;CS-2024-080;2024-09-26;;Finances;CS-2024-080_Suppression du budget annexe ICE;Comité;Comité du Jeudi 26 Septembre 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EcBZhjY7xElJpVtACEeCZKYBNAkAwT78qiY9TkwrgAAm9g?e=AP8znx;
TE44;20001492600030;CS-2024-052;2024-06-13;;Eclairage public;CS-2024-052-Maintenance des installations EP, travaux de réparation, de reprise, de modification et ou de remise à niveau_Lancement du marché public;Comité;Comité du Jeudi 13 Juin 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/ESxwzHEIVO1Pqz6RSIFrwZQBsDvhTa8zPmiQuBfix621CQ?e=7Z2mm9;commande publique
TE44;20001492600030;CS-2024-070;2024-06-13;;Affaires générales;CS-2024-070_Marché puplic Nettoyage des locaux-Avenant n.1;Comité;Comité du Jeudi 13 Juin 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EQ_ftKZW9LJBgKzruJMtDhMBUzJJWmTIQzMIV9jBt1enrw?e=BJSsFd;commande publique
TE44;20001492600030;2020-82;2020-12-03;;Finances;2020-82 DM n°1 budget annexe ICE;Comité;Comité du Jeudi 3 Décembre 2020;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EX64z0tq9ypKk8M_QjZASxkB8AHzB5HqizDDJSeTEePmNA?e=cYDMjZ;
TE44;20001492600030;CS-2024-088;2024-09-26;;Production EnR;CS-2024-088_SEM ENR44 - Prises de participation dans des sociétés privées (SAS);Comité;Comité du Jeudi 26 Septembre 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EbNl28lhn6lEmRiLDTrDmO4BM5iXHj4ratCHvfXGu40zKQ?e=o4HdrC;
TE44;20001492600030;D-2024-007;2024-06-10;;Affaires générales;Cession de mobilier à des agents de TE44;Décisions;Décisions du Lundi 10 Juin 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EVtkZVOXhu9Lssvp7PcHYo8BD2CYddQ0wNK5D0PcE24thg?e=CRmNNn;
TE44;20001492600030;CS-2024-058;2024-06-13;;Finances;CS-2024-058_Décision Modificative n.1 au Budget Annexe ICE;Comité;Comité du Jeudi 13 Juin 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/Ed6GePNZ5_hIkMN1csEFDdkBeQsquxUn3fMRXf_J-HpZAA?e=BZ7B2R;
TE44;20001492600030;2020-58;2020-10-08;;Affaires générales;2020-58 Désignation représentant FNCCR;Comité;Comité du Jeudi 8 Octobre 2020;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/ESCmT7paiPxBiYJ7jwYmH-MBb_yrAtpL9lor_Ei7FAxIRQ?e=obighf;
TE44;20001492600030;BS-2024-15;2024-07-04;;Ressources Humaines;BS-2024-15 Ouverture de 2 postes d’apprentis;Bureau;Bureau du Jeudi 4 Juillet 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EYkwR5MBW8ZDg0pkv8DS0lkBgvu9OJhtviazF1r28QTBVA?e=goxcEg;
TE44;20001492600030;D-2024-006;2024-05-30;;Affaires générales;Organisation et frais liés à la Matinale de l'énergie;Décisions;Décisions du Jeudi 30 Mai 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EQajutmvfGJLvu0pTcBrugIBELhdzg1kzVov7VMlqZHuEA?e=oHsQmA;
TE44;20001492600030;CS-2024-056;2024-06-13;;Télécom;CS-2024-056_Détermination de la contribution financière des adhérents à la compétence ICE;Comité;Comité du Jeudi 13 Juin 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EfmlatphSJBDl2R3qEIT8w8BJ99akz9iGSytxHpMfRJwXw?e=xalPgN;règles financières
TE44;20001492600030;2020-59;2020-10-08;;Affaires générales;2020-59 Délégation au Bureau + Président;Comité;Comité du Jeudi 8 Octobre 2020;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EYUd-QdKyzRKkk-G1brTzRkBgNvxi3alIZN3gP2V3HSzWA?e=6AN85M;
TE44;20001492600030;BS-2024-14;2024-06-20;;Maîtrise de l’énergie;BS-2024-14_Lancement du marché public MOE CONIFERE;Bureau;Bureau du Jeudi 20 Juin 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EdpycnOlgydHpESF_71i79IBCcesvVfkRN_7nrI512XzvA?e=vgVqox;commande publique
TE44;20001492600030;2024-04;2024-05-16;;Affaires générales;2024-04_Mandat spécial représentation TE44 congrès de la FNCCR;Bureau;Bureau du Jeudi 16 Mai 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EbX-DZWgXBpFkBxvuVmyD5ABm8WtKzPLpPw3zXepsdVkPQ?e=3TViEs;
TE44;20001492600030;D-2024-007;2024-06-10;;Affaires générales;Annexe Cession de mobilier à des agents de TE44;Décisions;Décisions du Lundi 10 Juin 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/Efcqr4jUh1RMnOs6XfNAJ6cBbSM2wAvF7Exorop851adkg?e=s29V8b;
TE44;20001492600030;2020-49;2020-06-18;;Finances;2020-49 Subvention précarité énergétique;Comité;Comité du Jeudi 18 Juin 2020;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EZ4rXQKZusJIvZKYGnM-MmQBOkExDazs5Zvibd5KcSF8JA?e=c2IIBC;
TE44;20001492600030;CS-2024-061;2024-06-13;;Finances;CS-2024-061_Appobation de la subvention complémentaire 2024 du BP au budget annexe TEN;Comité;Comité du Jeudi 13 Juin 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EfukgO_KNnZCgtFaFMr7mbYB1GH0U1xc4iTi1o1TU52l3g?e=S3rfxH;
TE44;20001492600030;D-2024-004;2024-05-02;;Affaires générales;Attribution subvention challenge Ecogreen Energy;Décisions;Décisions du Jeudi 2 Mai 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EcofROHDFcFGkAOs69CYwL4B_3nm2SI1KF3JCntNAJFuEQ?e=TOBsKG;
TE44;20001492600030;2024-06;2024-05-16;;Ressources Humaines;2024-06_Ouverture de deux postes temporaires;Bureau;Bureau du Jeudi 16 Mai 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EXlRlumnBAFPmU26KWUI76gBdPOyafS3FAIGcZe82xRSVQ?e=znhzXG;
TE44;20001492600030;2020-41;2020-06-18;;Moyens géneraux;2020-41 Renouvellement marché assurances;Comité;Comité du Jeudi 18 Juin 2020;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EdSnJp_-dkRKrwX54NuX2VIBjJ3Z2CEqwYPWWDfzzM3dig?e=T6EL0f;commande publique
TE44;20001492600030;CS-2024-069;2024-06-13;;Affaires générales;CS-2024-069_GIGALIS-Transformation du syndicat mixte en GIP;Comité;Comité du Jeudi 13 Juin 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/ERi2fcODY5tIif-eXZ8TyZcBJz23mI2xCARFCGfVK8upHQ?e=br2jYG;
TE44;20001492600030;D-2024-002;2024-04-09;;Affaires générales;Adhésion à l'association FIBOIS Pays de la Loire;Décisions;Décisions du Mardi 9 Avril 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EdQ77LmbsNNFsWgUOQ2UKpQBkhOQgrCjPIBOOJLTZcu-bA?e=e6fiEg;
TE44;20001492600030;2024-043;2024-03-28;;Maîtrise de l’énergie;2024-043 Convention de mise à disposition du service Conseil en Energie Partagé entre TE44 et Saint Nazaire Agglo;Comité;Comité du Jeudi 28 Mars 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EYsN-POIc6lKjcX_BZInwUcBOTd5rBw0KbJU4TA6tfWMeg?e=QDjmvn;
TE44;20001492600030;2020-36;2020-06-18;;Production EnR;2020-36 Subvention ORACE Energie Tour;Comité;Comité du Jeudi 18 Juin 2020;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EQ9wecf8ETZJnklA53I2UvUBX7sjO0bac_4KbXtAFeMlhw?e=t5GYsf;
TE44;20001492600030;2024-05;2024-05-16;;Ressources Humaines;2024-05_Convention adhésion au service de prévention des risques professionnels du CDG44;Bureau;Bureau du Jeudi 16 Mai 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/Eb2BylVrFdROktFhD-C4h8oBTI8RDtYc23O5CsIGkUeraA?e=0fqQ2t;
TE44;20001492600030;2024-046;2024-03-28;;Réseaux-Urbanisme;2024-046 Attribution de subventions_Embellissement des postes de transformation HTA-BT;Comité;Comité du Jeudi 28 Mars 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EY7HiF686xlGgyOvzPEmUu8BoHCm6O1FWKHpYKvjVPatrg?e=PlfZUd;
TE44;20001492600030;2024-022;2024-03-28;;Finances;2024-022_Affectation des résultats 2023_Budget annexe ICE;Comité;Comité du Jeudi 28 Mars 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EWi1DrMfs7REqqKrZas1-LYBl6wzgehKwCZM72W-Pnkfkw?e=POSzya;
TE44;20001492600030;2020-21;2020-02-27;;Maîtrise de l’énergie;2020-21 Renouvellement du marché audit énergétique;Comité;Comité du Jeudi 27 Février 2020;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/ESg4FwUK97xLj_Mz_KocfdQBRYcEEzjgp_By6J7AW2P_jw?e=PP1akf;commande publique
TE44;20001492600030;2024-036;2024-03-28;;Production EnR;2024-036 CADER_Convention de groupement;Comité;Comité du Jeudi 28 Mars 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EUECfiLwcFdDgaUN86zgUXsBNy4NnhhpQIJYVDtzhSe5zw?e=gU0HoZ;
TE44;20001492600030;2024-045;2024-03-28;;Finances;2024-045 Subventions CASA;Comité;Comité du Jeudi 28 Mars 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EZapmn52NEZBq19nTHTxShABNG9WjTGLjmVWnY5dqBOD9Q?e=fXBoSB;
TE44;20001492600030;2024-041;2024-03-28;;Ressources Humaines;2024-041 Plan de formations 2024-2025;Comité;Comité du Jeudi 28 Mars 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EfuiaoW0D2VGpT9oYDGCx3wBodNWBCVTy13GlZOFC58jEA?e=ub5iMc;
TE44;20001492600030;2020-25;2020-02-27;;Production EnR;2020-25 Renouvellement marché d'études de faisabilité photovoltaïques;Comité;Comité du Jeudi 27 Février 2020;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EcD8U1wDYilLtQHeZ8vuNNkBLhrLOYDwSVX65KfLgU4Jgg?e=Y4VgGJ;commande publique
TE44;20001492600030;2024-023;2024-03-28;;Finances;2024-023_Affectation des résultats 2023_Budget annexe IRVE;Comité;Comité du Jeudi 28 Mars 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EUAHoBCP-DpEv9LDQUP5v-wBZJU-u0x8DT6PnavP-UeZwQ?e=SZ3Zz2;
TE44;20001492600030;2024-034;2024-03-28;;Eclairage public;2024-034 Annexe 1_Cadre Général Maintenance EP_Niveau  unique;Comité;Comité du Jeudi 28 Mars 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/Eelgx_HUrOBEtPLldeZD8QYB2l_1-rS3PvOafnr292F-mA?e=XgbgOv;
TE44;20001492600030;2024-039;2024-03-28;;Ressources Humaines;2024-039 Ouverture poste apprenti;Comité;Comité du Jeudi 28 Mars 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EfhLYFkbNQxLnCWF2w6X8-4BE5Rwh0j27Y1iFLi_tcvpiQ?e=XJC2Jj;
TE44;20001492600030;2020-15;2020-02-27;;Finances;2020-15 Approbation du BUDGET PRIMITIF  - BUDGET ANNEXE IRVE;Comité;Comité du Jeudi 27 Février 2020;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/ESHr7QN-di9FoqXOMkvzizwBcAUytSgaJRozQih1-040pQ?e=kNdOsr;
TE44;20001492600030;2024-018;2024-03-28;;Finances;2024-018_Compte administratif 2023_Budget annexe ICE;Comité;Comité du Jeudi 28 Mars 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/ET9dGGkTjIBFkBMmyV7wj3oBvbHE3Dt-TmrlV0JJCZr0Ww?e=NUH9QQ;
TE44;20001492600030;2024-050;2024-03-28;;Moyens géneraux;2024-050 Annexe TE44_PTD;Comité;Comité du Jeudi 28 Mars 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/ETkAp96e3eRFi9OBwdhb_7cBoAvCmCEMbXl3gTOVxNwfew?e=U6DMae;
TE44;20001492600030;2024-037;2024-03-28;;Ressources Humaines;2024-037_Annexe_Tableau des effectifs;Comité;Comité du Jeudi 28 Mars 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EX6X01gkwvpAt7iDoz1kSagBXhUaxxChiMfTQGm42Y-NCg?e=IxCrZd;
TE44;20001492600030;2020-17;2020-02-27;;Finances;2020-17 Versement d'une subvention au BA IRVE;Comité;Comité du Jeudi 27 Février 2020;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EXlzD33c_upAm4RPAxiX100BiYbTaO8znmXi_wtDOCFWXQ?e=9nHeh2;
TE44;20001492600030;2024-001;2024-02-22;;Finances;2024-001_Rapport d’orientations Budgétaires;Comité;Comité du Jeudi 22 Février 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EQLxydST2PFPsvEiSJnNCkUBaQlLie1Cb5W5NMIxRXicPw?e=bITU7g;
TE44;20001492600030;2024-049;2024-03-28;;Production EnR;2024-049 Adhésion Centrale d’achat Région des Hauts de France-Programme Interreg;Comité;Comité du Jeudi 28 Mars 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EW4UtcG7Pa1KlRob3p3fshYBKk_yOcqqcNADvuSZnudEPA?e=JotMsD;
TE44;20001492600030;2024-035;2024-03-28;;Maîtrise de l’énergie;2024-035 Annexe projet convention CONIFERE;Comité;Comité du Jeudi 28 Mars 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EQDJ6GWsEJZFrB1NvQkKLCsBUbaWMmmy0Omo-ZRxUspU5A?e=o0ceAm;
TE44;20001492600030;2019-54;2019-11-07;;Ressources Humaines;2019-54 Modification du tableau des effectifs;Comité;Comité du Jeudi 7 Novembre 2019;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EUl57tF_tI9Hl1_b3Y6PbJkB8LOlh7sZgp3UR8tydj3jxQ?e=BkDity;
TE44;20001492600030;2024-004A;2024-02-22;;Production EnR;2024-004A_Annexe_Projet de Convention dapplication_N1_Transition energétique;Comité;Comité du Jeudi 22 Février 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EUNzbj4GJe5KmJfRCDLhIsUBDRRWgi5xCgeCSzu42gKCVQ?e=209vse;
TE44;20001492600030;2024-047;2024-03-28;;Production EnR;2024-047 Adhésion AMORCE;Comité;Comité du Jeudi 28 Mars 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EfeLY-_ZkjJNvtm4fmuw4SkBTOnR6RBZ0gFCcIt5sEj5FA?e=sT30b5;
TE44;20001492600030;2024-029;2024-03-28;;Finances;2024-029_Subvention 2024 du budget principal au budget annexe IRVE;Comité;Comité du Jeudi 28 Mars 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EYyjDHlIz4NPo6QKWinzYCYBJl42Kgzigxnr6wif6W8mig?e=VsV4gb;
TE44;20001492600030;2019-52;2019-11-07;;Finances;2019-52 Service de paiement en ligne - PAYFIP;Comité;Comité du Jeudi 7 Novembre 2019;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EYavoRwhXRZLsmwY9mjWbyUBrP2Vf7lafmqFQGaZffvN2g?e=RoeRfo;
TE44;20001492600030;2023-111;2023-12-14;;L.A. GéoData;2023-111_PCRS Vecteur_Convention d’indivision avec Atlantic’Eau;Comité;Comité du Jeudi 14 Décembre 2023;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/ESNAzloiReFHlOKmQMvYfe0BrAJR4r9fHA2rWfakJ09sMA?e=6tkRyO;
TE44;20001492600030;2024-02;2024-03-07;;Production EnR;2024-02 Lancement du marché public études INTERREG ResNRJWater;Bureau;Bureau du Jeudi 7 Mars 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EdA-7KDPMtNCrDsURmk3sewBHFpX_QvJ4Yv2zatCyd-MLw?e=l8KQt9;commande publique
TE44;20001492600030;2024-025;2024-03-28;;Finances;2024-025_Approbation du budget primitif 2024_Budget principal;Comité;Comité du Jeudi 28 Mars 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EfTX9jhlpwNJhGjoKs810agBpi7T3Tul6kt2zd_Pk-kMAQ?e=JYgfPt;
TE44;20001492600030;2019-47;2019-11-07;;Télécom;2019-47 Lancement du marché de diagnostic des ICE;Comité;Comité du Jeudi 7 Novembre 2019;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EcTN6hAjYoBKoDyUS5aqoyABSNHItzGIWWuuDrJ_6IiUBA?e=nCSdAW;commande publique
TE44;20001492600030;2023-105;2023-12-14;;Finances;2023-105 Projet HélYce – Règles financières TE44;Comité;Comité du Jeudi 14 Décembre 2023;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EY0WXvOlnrxBqdrQgs4VdwQB4_8zjVN-d_1OoCaA1CRCxA?e=3ulbxr;
TE44;20001492600030;2024-01;2024-03-07;;Télécom;2024-01 Lancement du marché public Diagnostic ICE (1);Bureau;Bureau du Jeudi 7 Mars 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/ESCAEOdbRZxBjXNCkVSeSZkBh-oxdbvg-JyI7uOJ01w4mA?e=Xutynf;commande publique
TE44;20001492600030;2024-017;2024-03-28;;Finances;2024-017_Compte administratif 2023_Budget principal;Comité;Comité du Jeudi 28 Mars 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EWL1zQvq4OBFr7d2AZuyhtcBtz44E1fN6Rz51YIbHVbTcw?e=Kc7odS;
TE44;20001492600030;2019-37;2019-09-26;;Ressources Humaines;2019-37 Modification du règlement intérieur du peronnel et adoption de la charte informatique;Comité;Comité du Jeudi 26 Septembre 2019;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/Eat1RxUoxEVGjGSmY_sZGbABS_p22g8nKk4tI4Wrb_TqLA?e=f9lEPA;
TE44;20001492600030;2023-103;2023-12-14;;Ressources Humaines;2023-103 Annexe_Règlement intérieur du personnel-CET;Comité;Comité du Jeudi 14 Décembre 2023;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EZb9aNsw8iJEqpp_mWazrIIBUOPuzWMuQc9t7VuuOLdwGw?e=IN1v6x;
TE44;20001492600030;2024-010;2024-02-22;;Ressources Humaines;2024-010_Création postes de stagiaires;Comité;Comité du Jeudi 22 Février 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EQQWRxY-XExFmd2aYAfAdkEBeSTGPQQ7WlUY-5MO4L3ZEg?e=FTGRgY;
TE44;20001492600030;2024-021;2024-03-28;;Finances;2024-021_Affectation des résultats 2023_Budget principal;Comité;Comité du Jeudi 28 Mars 2024;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EdVqhfEbkxRFkCTh4MPaM_ABvaVN9O3RVBtIeoKil492Eg?e=FURewO;
TE44;20001492600030;2019-32;2019-06-20;;Ressources Humaines;2019-32 Ouverture de postes;Comité;Comité du Jeudi 20 Juin 2019;https://sydela.sharepoint.com/:b:/s/DeliberationsTE44/EdQAbGHN4eZHtlpGN2Glmg8BVphG5elZXLVYwS18tMWvMw?e=mi6fB0;
